user,Review,SENTIMEN
hannyyosephine,shopee c.o.d ada yang baruu cod cek dulu buka paketnya dicek dulu baru bayar ditempat cod cek dulu. (iklan) saya suka shopee 😍😍😗😗😃😃 i lovee you shopee sukaaaaa *tapi* *ada* *iklan* *:')*,positif
Viraauliaaliy,Sangat membantu,positif
erf1994,Aplikasi sangat baik dan mudah digunakan,positif
sitinatasya,"Saya tersingung dtlpn ditawar splater, mmng kalian kira saya tidak punya uang.",positif
milaku,Siiip,positif
nshellv,aku males dengan iklan nya,positif
fasskinjournal_,Selalu amanah aman dan terjamin.barang sesuai dan koin selalu banjir guys stiap hari.y suka skliiii,positif
najwashivva,Aplikasi belanja yg bagus dan sangat aku sukai.,positif
aristyadini,Minus di pengiriman aja yang kadang barang di kembalikan ke penjual padahal barang belum ada di antar ke penerima,positif
yayaa88,"Aplikasi shopee tidak seenak dlu,tidak semudah dulu,,bye bye shopee",positif
Nawalrina,Mantap,positif
Tasyardelia291,bagus,positif
Ndi,"Iklanya di luar aplikasi mohon di hilangkan, sangat mengganggu",positif
asihbudi,Mantap selalu pingin belanja trus.bisa cod,positif
Dhea1008,Knp ongkirnya mahal sekali😭😭,positif
Najwashivaa,Pesanan lama datangnya.. biar bintang yg berbicara..,positif
erma,kurang fair karena masih kalah bersaing dgn robot ketika gebyar shopee spt 11.11 kemarin semoga ada solusi kedepannya,positif
justi,jos,positif
febbyindraa,Kenapa aplikasi saya tidak bisa join live ? Bunyinya jaringan error terus,positif
Grifithts,"Saya sudah lama menggunakan shoppe, dan ketika saya mengalami kerugian saat membeli barang customer service membantu saya untuk mendapatkan hak saya dari sang penjual.",positif
ebbysilvia,Belanja aman dan nyaman,positif
peachyluvv,Sangat puas,positif
Rizwana,Aplikasinya bagus cuman penjual di aplikasinya aja yg enggak ngotak kami yg di pelosok kaya gini dikira kaya kali ya bikin ongkir barangnya nggak ngotak,positif
DewiSetyaR,"waduh ko ngelag ya apk ini,ga kaya apk sebelah perbaiki min biar enak pakainya",positif
Mairifannisa,Belanja murah d shopee,positif
Lelaindah22,aplikasi terbaik. sukak yg skrg. kurirnya keliatan di map sudah sampai mananya,positif
puspawidhi_,love shopee,positif
anndisya,sangat memuasskannnnn💗💗💗💗 cinta bgtt dehhh,positif
hannaaudita,apk terbaik,positif
vezahanana,Okeeeeeee,positif
vanittalatte,MasyaAllah shopee mmg terpercaya,positif
choica,Mantap,positif
hildajasmine,Dah mahal mahal beli voucher gratis ongkir masih aja netep yg ada cuma diskon buka gratis ongkir kenter ngerugiin org doang,positif
dellaaaax0,Mantap,positif
Hanifatussyahadati,"Aplikasi yg ribet,. Daftar udah sesui petunjuk masih aja salah,. Giliran dah masuk besoknya log aut sendiri,..",positif
rifaazalfaa,"Buat shopee, tu ekspedisi Antareja hapus aja ajg udah lemot paket ilang mulu, gak guna beban doang.",positif
Davico26,Boong anjir gua beli ceer malah datang nya terasi L,positif
skinbingbing,Aplikasi nya baguss,positif
karensilvia,Iklanya ngeganggunya ih saya tidasuka sama iklanya ngganggu,positif
aika_by,Ko udh ga ada lagi gratis ongkir...kalo harga nya murah murah ya gpp g pake gratis ongkir juga..tapi kalo harga nya pada mahal mahal blom tar ongkirnya...waduhh...ada apa nih shopee,positif
jihanhanaaa,Godd,positif
penggunabaru,popok tissu,positif
macaround,Aplikasi memudahkan dalam mencari kebutuhan,positif
venitawidya,Bagus banget ngebantu banget,positif
fandanofita,"watafak, baru kali ini pake voucher free ongkir ongkirnya bukan free malah makin 😯",positif
vianivia10,Mudah murah,positif
Callme_ressy,"Dlu sy Takut Pesan Di Shoppe Takut Ngga Sesuai, Tapi Sekarang aku Liat² Temen Belanja Dan Sesuai Dan Aku Pun Mencoba Dan Ternyata Mantap Bagus Aku Suka Makasih Ya Shoppe😁",positif
dianntys,Good,positif
mikalopita,Sangat bermanfaat 👍👍,positif
ratmadn,Hai min sekarang sistem COD kenapa di tutup jadi ga mau cod lagi mohon untuk di bukak lagi dong,positif
anyewlir,"kalau mau giveway mobil,motor atau hp mahal,jangan siapa cepet dia dapet dong,kalau gitu mah cuma orang pinter yang dapet. setiap bulan kalau mau adain gebyar hadiah,belanja minimal diatas 30 ribu,terus dapet 1 kupon,setiap kupon ditukarkan 1 kupon gosok/sloter,kupon akan digunakan setiap bulan,tanggal genap dengan bulan.",positif
anastasianovita88,Paling sip,positif
melisa13,Mantul,positif
rosaliaharjasumantri,"Aplikasi berat banget,terlalu MARUK!....semua²nya ditampilkan.....pengiriman expedisi internal super lelet",positif
salmaulid17,Bagus,positif
silminrzh,"Tolong shopee tolong tindak lanjuti bagi penjual yang ngelive dishopee yang meminta wajib deposit,depo/dp terlebih dahulu dengan transaksi transfer,tf shopipay sebelum check out setelah duitnya sudah masuk tetapi barangnya yang telah dicheck out tidak dikirim kirim,tidak nyampe bahkan ada yang sampai hilang,sangat meresahkan pembeli,jujur sangat kecewa,tolong tindak lanjuti.belanja online bknnya dimudahkn jdi ribet dan tipu penjual,barang blm dtng udh dimintain tf uang&deposit uang dlulah",positif
Lisaa1305,😏😏😏 Shopee oh shopeee.... Pengiriman lambaaat.....paket ku entah d mana sekarang...,positif
kaifaasyila,"Shopy sangat bagus,,amanah sekali benar"" 👍👍👍👍👍",positif
oliviadlya,Aplikasi belanja online satu satunya di hp ku. Suka shopee pay dan gratis ongkir,positif
tsabithaadc,Shopee apaan ini barangnya udah gk nyampe pengiriman spx gk guna gagal terus udah 2 kali tolong di kondisikan,positif
oliviaoen,Mudah untuk belanja,positif
annoctv,Terlengkap dan terpercaya,positif
karenpadma,suka. selama ini yg masih ok di hati ya shoppe,positif
imqueenan,Admin Tolong ini Kenapa kok jadi susah checkout nya Malah mutar niton videonya lancar checkout muter² saja. Perbaiki dong Min! Sekarang Sudah bisa.. Trimksih,positif
fryndee,Banyak gratis ongkir...josss,positif
rafikaamaliaf,Tolong di perbaiki jasa kirimnya yg lalot,positif
krisniaaluna,Sangat membantu,positif
ggriselda,Manrap,positif
yolanda_gunawan,Parah banget shopee Belanja dari tanggal 5 belum sampai,positif
suryaningts,Bagus,positif
ratna_pertiwi28,Bagus,positif
diararum,"Kenapa ga bisa cekout? Katanya udh pake voucher promonya, trus katanya akun nya bisa di blokir",positif
nailaslsbila,Aplikasih bodo tau tau toko sala kirim barang tidak mau tanggung jawab. Tutup saja bikin malu toko online saja . Tidak jeli,positif
tisa_prihatini,good,positif
shabieela,mudah dan cepat,positif
HanikMaria2323,Kenpa spinjam saya gk muncul2 ya 😭,positif
Annisamfm,Shopee sekarang ngaa baguss bgt udah nga ada gratis ongkir ada biyaya penanganan duhh tolong dong diperbaikin,positif
octaofficial,Mantap,positif
Aariyani,Aplikasi mantap,positif
adinsif,Lup2 pokonya,positif
anidiahparamesti,"Shopee Mantap dan nyaman belanja di shopee... saya sangat puas dan suka belanja di shopee... mantap shopee.... Sebagai masukan : Aplikasi shopee akhir2 ini sangat lambat respon dan lemot... Mudah""an dapat dibenahi dengan baik....",positif
sitikomariyatun,mantap deh pokoknya,positif
Saniahasna,"Akun Shopee sekarang tidak menyediakan jasa kirim, jadi gak bisa mesan barang. Tolong di perbaiki lagi.",positif
mutiarahai03,Pengiriman cepat dan barang selalu sesuai pesanan,positif
aysahkarlina,Sangat bagus,positif
ipichi,mantap,positif
deviminerva,ᴶᵒˢˢ,positif
leegummy,good,positif
candraayudewi,suka belanja online,positif
Novrida,Menyenangkan belanja di shopee,positif
LdC,sempurna,positif
efarmi16,Belanja di shopee sangat menyenangkan,positif
herlibq,"Sopi eror masa gak ada kecamatan pinang raya nya, trs saya klo mau pesan pake kecamatan apa",positif
oliverellua,AbiIdrisAllahiSallam,positif
mentarigazali,mantap,positif
eorendil,Kerjaan aoa sajs,positif
syafira_pk21,", ,Q 1@:'",positif
intanrahmania882,Mantap,positif
tifaasgaf,sat set,positif
atikasanjanir,"Selalu puas belanja di shopee, Maaf ada tambahan Kalo boleh kasih saran gak usah pake biaya layanan yg jelas memberatkan customer yang mau beli makanan di shopeefood, kan sudah 20% dari resto, 20% dari driver, ditambah biaya layanan 5rb dr cstmr, dan yg jelas yg melayani kan resto nya bukan shopee, semoga kebijakan nya diperbaiki lg untuk hal ini, karna sangat sangat berdampak pd semua pihak, baik shopee, resto, customer maupun driver. Sukses terus shopee, semoga kedapannya lebih bijak lg",positif
bethsandi,Buat fitur hapus history pesanan dong,positif
ayleena,mantap dan ok,positif
tiarasetianto98,"Beli barang keperluan di Sophee ..puas , kantong tidak terkuras....!!!👍😍👍",positif
jesslynlavender,Belanja di shopee itu mudah dan murah dan dapat bonus voucher juga,positif
gweeen,Good aplikasi,positif
bellaputri853,good app store,positif
dewidyaaaaa,"Puas belanja di shopee,pengiriman cepat....mantab...semoga berkah aamiin...mksh shopee....SHOPEE semakin DI DEPAN Mantab lanjut👍👍👍🙏🙏🙏⭐⭐⭐⭐⭐",positif
betterfliy,"SPX EXPRESS barang sudah sampe berhari-hari belum ada di kirim, SPX EXPRESS GK niat",positif
fanyekaff,Real pict,positif
wigrahadeliaa,Puas,positif
tifanizafhh,"Aplikasi bodoh, masak login pakai nomer udh dapet otp giliran dimasukin otpnya masih suruh verifikasi makek wajah lgi,enak klok makek wajah bisa ini udh 100 kali masih aja ga bisaa ,Aplikasi ga jelasss!!!!!",positif
Naedals04,Banyak iklan,positif
Priscilliachend,oke baik,positif
zamitathy,Mantap,positif
Nainawa,"smg sukses trs,shoope",positif
fauzizahfaqih,Undian hadiah no 52,positif
14x32,Shopee skng pelit vocher gratis ongkir ny cma bisa d pakai sekali klo dlu bisa 3 kli. Min belanja 30rb baru gratis ongkir susah hemat klo gni belanja gak bisa puas lg,positif
meviarahma,Bagus,positif
Arshafarie,Ada apa dengan shopee,positif
slsabilasofii,Banyak iklan,positif
fuzifau,"Kenapa ya setelah di update malah gak bisa buat nonton live trus gak bisa co jg, katanya masalah jaringan, padhal kuota sya byk jaringan full 🤦 Tolong donk shopee diperbaiki 🙏🙏🙏🙏🙏🙏",positif
sasaalma_,Keren,positif
mza92,"Moga"" aja lancar",positif
Anggriani_K,Kasih bintang 1 aja karena GK bisa spinjam Padahal dah member gold saya...,positif
Syillaaa,"Menyediakan layanan ekspedisi tapi ga nyampe sini, semua pesanan dikembalikan .... buseeeeeeeee",positif
Gilliango,aku suka shoope 2018,positif
erikaaaaa0101011,Sofi mataf murah meriah,positif
sixtyameilany,Shoppe amanah baget 100% tempat belanja oke,positif
juanitamaharani12,"sekarang belanja di shopee ongkirnya jadi mahal, gak kaya 2 bulan yang lalu sekarang mau blanja di shopee jadi males karna ongkirnya dan harus pake SEA BANK Jadi tambah ribet",positif
nabilahgunawan,Kenapa shopee aku gak bisa kebuka yah,positif
nadyaaureliarp,Layanan shopee ramah,positif
izmi1234,Akhir akhir ini pengiriman nya sangat lambat dan sangat merugikan saya juga,positif
Sagungintanpermata,Shopee skrg payah pengiriman nya.....lama banget bs hampir 1 bln.....gk jelas pengiriman nya,positif
halloakuega,Saya baru saja login tapi tidak bisa belanja karna ada tulisan akun ada dibatasi padahal saya tidak ngapa ngapain,positif
avelino05,Udah sekarang mah ga usah belanja di Shopee enakan juga di Lazada jelas pengiriman nya dan tepat waktu Di Shopee 3 paket saya gagal kirim dan di kembalikan lagi sama penjualnya Aplikasi buruk dulu pakai j&t JNE dan ninja XP selalu tepat waktu Sekarang pakai SPX membuat pelanggan Shopee jadi pada kabur Yg saya alami ternyata bukan saya sendiri Tapi banyak orang lain yang mengalami pengiriman paket gagal,positif
CecepSurijal,BE,positif
firdahaifa,Akhirnya colleb sama JKT48 juga,positif
Pingkywahyu,"ongkir makin mahal 😭 , pliss beri kami free ongkir yg ada diluar pulau jawa ini...",positif
Oktahardianti,Saya putar ata wuwur. Kalau menurut saya aplikasi shopee yang terbaik dan yang paling baik untuk COD CEPAT dan amanah karena sudah banyak barang yang saya pesan sesuai gambar/foto. Saya ucapkan terima kasih banyak untuk aplikasi Shopee selalu sukses dalam segala aktivitas.👍👍👍👍. PUTRA ATA WUWUR. NTT,positif
ladybeeskinjourney,Sangat suka,positif
erincakra,Paket gue mana woi udah 3 minggu,positif
skinbeauty,Memudahkan untuk orang yg malas berbelanja keluar seperti saya 🤭😁,positif
glowphei,Aplikasi terlalu berat utk dijalankan,positif
angelin_irena,"Kok makin kesini makin turun limit spayletternya. Pdhal utk pembayaran telat paling 1hari itupun denda dibayar dgn bunga yg tinggi, dan utk spinjamnya sy sdh byr dimuka 3bln dan sdh selesai tp pas mau pinjam lg malah ga diAcc...",positif
novialjannah,Terbaikkk,positif
celiamorazza,Aplikasinya bagus,positif
Fresikurnia5,mantab,positif
AdeDew,"Tolong dr pihak shope klu bs jgn pke jasa 'anter aja' kurir'a bnykn mls,gk tnggung jwb,pdhl jls almt sy ksi tau,tp mlh paket sy d plgin...br ngalamin sy ada kurir kyk gt,slma ini gk prnh...",positif
deaanggraeni,Good,positif
dinkabonita,Ecommerce paling sering di pakai,positif
meridabbey,Top,positif
skyfreckless,"Aplikasinya berat, banyak blank nya, jauh banget sama Tokopedia",positif
Beebip127,Membantu sekali.. kalo butuh urgent,positif
ratihfitrinaka,superbaik,positif
catwomanrrr6,Okay' baik,positif
retriunzhiia,"Saya koko 1901 pelanggan shopee,,kenapa shopee spinjam saya belum disetujuin ya",positif
ermyyy,no comment,positif
octamaberlian,Watafak ini download fitur nya lama banget watafak padahal internet lancar terus buka PlayStore menuju shoope malah error.,positif
hanazaen,"Aplikasi Shopee,sangat memudahkan belanja ke butuhan,dan banyak diskonnya dan gratis ongkir",positif
Esmeraldaisya,Wa e e zan vv,positif
Lusianapurnama,Bagus,positif
talithazgt,Shopee mahal banget !!,positif
Nadiahalhbsy,Sudah mulai mantab performanya di tahun 2023 ini. Terus berkarya,positif
friskaandini,Baik,positif
lailsyarifah,Kenapa kok susah banget ya untuk membuat pesanan padahal saya pengguna baru?,positif
ptramaliass,Tempat belanjar terfavorit setiap saat❤️,positif
IngeStev,Sejauh ini baik,positif
deltariska,Mahal diongkir,positif
faizzzatul124,Selalu baik,positif
mstearose,mantul,positif
immaaa,Bagus Selalu tingkatkan performa,positif
bonitapurnama,"Kecewa dengan fitur terbaru nya, harga sudah dipotong promo langsung, klo dlu kan beda harganya setelah di promo, jadi percuma ada promo klo harganya gak berubah setelah di promo.",positif
Devitrii,memudahkan dalam transakdi,positif
Ayusuka,Sangat puas,positif
Floala,keren,positif
SriWedaSari,Oke,positif
putrin79,Limit nya ga nambah2,positif
sarcasticat,Bagussss & sangat membantu🤗,positif
Shaffarenata,"Makasih shopee,bikin blanja lebih mudah",positif
yovyitsnadyz_,"waduh gimana ini shopee sudah ketiga kali nya pesanan saya tidak ada keterangan di kirim stuck di status proses pengemasan seler terus lama-lama bikin resah , padahal saya belanja dibshopee tidak pernah COD selalu via transfer pembayaran nya sya jadi ragu untuk belanja lagi kalau begini terus menerus",positif
syfnjul,"Hp baru di reset, mau login lagi suruh verifikasi scan kode QR, terus saya scan dari mana mbak shopee?????????🥲",positif
viviahastuti,Tidak bisa di pakai diskon voucher,positif
cimowi,"Shopee sekarang banyak mengambil keuntungan, mengurangi pelayanan yang bagus pada pelanggan dengan beberapa masalah di sini : 1. Pengiriman banyak menggunakan spx yang mana saya sebagai seller sangat sulit untuk mengirim paket karena tidak ada pilihan pickup 2. Saya juga sebagai buyer merasa kesal karena semakin sedikitnya voucher gratis ongkir 3. Voucher gratis ongkir hanya pembayaran melalui sea bank 4. Saya gak bisa tarik saldo ke bank Muamalat, dengan alasan ditolak 5. Semoga diperbaiki",positif
HazelasJun,Belanja puas,positif
zahrahalfirdaus,Senang belanja di shopee barang murah murah namun sayang tolong diperhatikan untuk jasa kirim sering telat kirim dari estimasi penerimaan...,positif
rismapujiati,Mau login pembyaran sulit,positif
tiaralusitaa,pengiriman lambat pesanan di undur terus estimasi pengirimannya,positif
karsvin,Dari kemarin update susah banget. Pas mau konfirm pembayaran pake shopee pay gak bs. Pdhl sebelum nya aman aja tuh. Mau isi saldo seabank jg gk bisa. Ini mau di install ulang lg malah gak bisa. Gimana dong ini,positif
narisakn,"saya kasih bintang ⭐⭐ karna proses pencarian uang nya lama minimal 7 hari, kenapa harus 7 hari gitu kalau org perlu uang mendadakkan susah",positif
mntrsky_,Hampir semua barang beli disini,positif
Dida_hindayati29,"Sangat membantu,..Terima kasih",positif
faizzatul,Setelah di perbarui pembayaran seabank tidak bisa dan shopee pay juga tdak dapat digunakan padahal suda mengisi saldo huuf,positif
miftamuti,Pelit sekarang bikin males,positif
Lestari98,Sangant puas,positif
cwt,Semenjak jasa kirimnya spx semakin ga jelas parah,positif
Cantikaputri20,GorontLo,positif
ashilagina,Bagus dan cepat,positif
itsnadey,sangat puas,positif
Carol_oline,mantulll amanah,positif
trfebi_,Bagus pelayanan nya,positif
qonitaaminudin,"sangat membantu jika butuh apa""",positif
noviautami12,Mantap,positif
iamsischaa,"KEMBALIKAN POPUP LIVE DAN ALGORITMA LIVE SEMULA! PERATURAN BARU NINDAS AFFILIATOR KECIL, YG KAYA MAKIN KAYA, PANTAS KASIH BINTANG 5 KALO BEGINI!",positif
retnowuln,Sangat puas belanja dishopee...,positif
junerumahloine,bagus,positif
nzwass,"barang ORI, banyak diskon, apa lgi diskon harga, dan gratis ongkir. di tambah bnyak koin Shopie 😍",positif
ochazh1,bagus bangat karena ada hadiah2 menarik yang dapat di peroleh dengan mudah hanya dengan chek in setiao hari,positif
fathinatelier,Sopy trimksh semua yg udh ku beli TDK ada yg mengecewakan mantap,positif
ilhanumputri,Sopeey no.1 didunia,positif
nabillaaalfinsa,Lelet kali boss ... Wasuh,positif
ayundarizkiya,Ok,positif
bunnys,Bagus,positif
Luvialviani,Pertingaktkan gie ...good job....Tuhan Yesus memberkati,positif
septizamira,8 yu yu,positif
ridrida,Mantap,positif
lisaunn,Belanja online barang nya tidak tipu-tipu pengiriman nya tepat waktu,positif
aprilia2507,Oke bosss ku,positif
SaputriArdianti,"Saya suka banget dapet doorprice ini, semoga shopee makin bersinar...",positif
fellafebs,Shopeepay dan shopeelater is the best,positif
tirzie,Shopeepay dan shopeelater is the best,positif
yantea,Eror terussssss,positif
asthanaa__,app yang sangat luar biasa.,positif
lussyptr,Sudah bagus sekarang apa lagi bisa ngutang hehehe,positif
anatasyadisha,Iklan terlalu berseliweran dimana mana bikin rusak hp aja,positif
azhazein,Tergantung kita yg makay,positif
yusril,ok,positif
nawa_nadiahusna,Shopee selalu yang terbaik,positif
Ajrinayinaa,Sangat membatu di saat sedang mencari barang / sesuatu yg di tempa kami susah d cari...,positif
Adinezia,Sangat bagusss sekali,positif
tarinaraffa,Good likee,positif
seprida,Mantap,positif
putriajengg,great,positif
rizkarraa,E-commerce yg sllu membuat puas pelanggannya ... Dalam estimasi sllu update dan TDK meleset waktu dan kurir yg dipakai sllu top bgt ....,positif
Niaangelina08,Mempermudah untuk berbelanja,positif
esthernapitupulu,Shope oh shope kasih jalan buat pedagang baru dishope ini malah iklannya disuruh bayar belum tentu atau ga ada jaminannya ada orang yang beli dagangan nya paling cuman liat doang belum tentu beli!!!!!!!,positif
Wulann_indah,Lupa kta sandiny,positif
melisya,pengiriman nya lama setiap mesen harus nunggu hampir 2 Minggu baru sampai padahal butuh secepatnya,positif
main_rain,Terlalu banyak biaya yang lain lain,positif
lalaasmaria,Sangat baik,positif
Uwiiii,mantap,positif
Esha_galinda6,Shopee error,positif
Syifaa11,👍,positif
triyanti14,"Aplikasi yg sangatttttr bagus, klo belanja gk ada rebet sama sekali",positif
arkiandita12,thebest,positif
BWV807,Bagus,positif
hurinsaf,Ekspedisi SPX sangat buruk.. Setelah melewati estimasi kedatangan paket lebih dari seminggu. Bukanya paketnya sampai malah status dikembalikan ke penjual... agak lain emang SPX ini,positif
restukurniaaa,sangat menarik dan terpercaya,positif
pinkflower,Puas,positif
rifitarifita,Aplikasi terbaik,positif
Destavn,Terbaik,positif
Baretta,selama pakai ap shopee bagus ..👍 enggak ada kendala apa apa.. cuman ongkir di aku ajah agak mehong,positif
amandarwin,Ongkir ga mau kepotong kek biasanya,positif
Najunda,saya sangat senang sekali,positif
ayudhacan,ngono yoiso,positif
linaafryn12,di shopee kenapa jadi banyak video2 vulgar yg tidak pantas ya ? tolong dong dikondisikan,positif
96wlndr,"Kok shpe skrng kya gini klo mau pesen sesuatu ada notif ""anda sudh memakai promo ini"" gitu mohon di perbaiki ya pihk shopee",positif
Flafiani19,Saya puas dengan mbeli produk di shopy,positif
catherinenad_,"Bagus,, aku dapat banyak poin dan bonus juga,, nyaman n enak banget belanja di shopee,,,",positif
videllaa,Saya mau daftar shopee affiliate tapi kookk enggak bisa ya..loading terus dan enggak muncul apa2 cuma layar putih saja..saya update pun masih sma..ko gitu ya??apa emng enggak boleh daftar lagi atau gimana t??,positif
maudysafira,Memuaskn,positif
beautywizard,Lumayan. Dari tahun 2018 pke shoope,positif
rstzsa,Seneng banget banyak diskon,positif
Fatimazzz,voucher diskon nya banyakin lagi .. gratis ongkir cod cek dulu the best,positif
momhilya,Baik,positif
prosperitybrgr,Shoppe skrng jelek dah krna gw udh 2 kali isi paketan blm msk trs gw ajukan kembalikan dana malah di tolak,positif
nabilazad,Spx manado nggak ada otak,positif
Naszaaul,Mantap,positif
bulanrhs,nice,positif
amnanadiag,ok,positif
ClaraDavies,Aplikasi bagus. Tp sayang harus pakai ekspedisi shopee express. Sedangkan ditempat kami banyak yg tutup dan sulit dicari.,positif
heypiyaa,"makasih Shopee...Komplit cepat mudah praktis,",positif
athlrs,Mantap,positif
devrisyalie,"Saya buat akun Shopee baru, datanya di akun lama bisa diriset gak?",positif
Ryantg,𝗍ᥱrᑲᥲіk,positif
farissaaaa,mantapp,positif
natasyacantikaaa,makasih shower,positif
tita_fintasari,Sangat baik,positif
Chandraadinda,sangat baik,positif
Koalakumal,Barangnya bagus2,positif
janaa,"Banyak voucher gratis ongkir, banyak gamenya juga",positif
eunikeprilia,"payah, kena tipu penjual, proses pengembalian dananya malah ribet. dah jelas penipu krn akun penjualnya sekarang sdh ditutup.",positif
PutPutriAjeng,Layanan customer service ny terburuk d indonesia...teribet dan teraneh,positif
sieevi,Sangat membantu,positif
imafzz,Banget yaa,positif
echaochalin,Lumayan aku kasi bintang lima,positif
maria_agustinnaa,"Saya ralat, saya mulai suka olshop ini. Dulu waktu awal2 belanja pakai shopee langsung kena tipu berturut2. Belanja ke 1, 2, 3 di shopee langsung dapat barang zonk. Setelah dipikir2 dulu ternyata saya belum begitu tau cara belanja online yg baik dan benar. Setelah memakai beberapa aplikasi olshop, shopee jadi pilihan utama. Tapi tolong tingkatkan peforma aplikasinya, ketika menggunakan aplikasi cukup lama aplikasi jadi lemot, jadi harus restart ulang dan itu merepotkan",positif
nayazahra_,O*¢`|``,positif
sagitagitaaa,GG banget aplikasi ini,positif
enjeliaaaaa,Oke sih......harga bisa diturunin dikit,positif
Sarahbibra,Tdk pernah mengecewakan,positif
dellamirs,Good good,positif
cantika_dw06,Lubiasa smua,positif
moonbeauty,"Biaya admin penanganan mahal bangettttttt, tolong dong shopee biaya admin dihilangin aja",positif
Felissya,Sangat memper mudah untuk berbelanja tanpa keluar rumah,positif
Cokies,Bakal turun satu bintang kalo aplikasinya berat.,positif
Nurinsetiarini,Nice,positif
sukmajs,Sangat membantu untuk mencari produk yg sesuai keinginan,positif
Cindyftsr,Memuaskan,positif
edooooosaka,Bagus pasar semua ada,positif
sinatrio89_,ya b aja sih,positif
indhrizkianiitukiki,"Saya tidak bisa chek out pesanan pke shoppe pay,padahal saldo shoppe pay saya 500.000 lebih",positif
bella_java,"Saya mau komplen ttg keamana pin shoppepay latter atau s pinjam. Akun saya di pake suami tanpa seizin saya ,cuma ganti pin soppe aja bisa tanpa ada vervikasi muka saya dulu,, Harusnya keamanan shoppe bisa di perkuat lagi ,,agar memastikan itu yg punya akun apa bukan ,,dengan cara verfikasi wajah setiap ada transaksii atau setiap ganti pin shoppepay nya,,,semoga pengalaman saya bisa jadi motivasi shoppe untuk menjadi lebih baik lagi,,terimakasih",positif
Dzikrinaa,"skrg ssh dpt gratis ongkir.ongkir ny mhal bgt klo ke daerah.lbh mhl dr hrg brgnya.bkin mls blnja online.udh gt msh kena biaya penanganan dll,bnyk embel2 ny.kdgan voucher gratis ongkir hrs di beli.ini gmn konsep nya.sm aja bkn gratis.itu ttp kena ongkir🙈🙈🙈",positif
ratih_s,Allhamdulilah sangat puas blanja dshopee🥰,positif
Scparamita,Shopee memang pali top,positif
sandrasaw,terlalu banyak iklan,positif
careyourskin,baik,positif
elsavtr,Butuh duit,positif
Hieldaa,"Di Bu yg hu hu hu hmm ji GBI mm cdr XII no no no :⁠-⁠*:⁠-⁠*:⁠-⁠*MB oh ji Tae Gyu 🎶 by by nn. ,,,, no hp ini🎈🚆",positif
Dinda_espe,Sukses trus,positif
putriarn,Sangat terbantukan dan bermanfaat,positif
nabila_muthia_rizky,Bagus,positif
JessicaWongso,Terlalu banyak video vulgar ga jelas,positif
Noricaputri26_,Sangat membantu,positif
mutiarangelikaa,Sangat baik,positif
salsabila539,uh,positif
KurniaDliki,Bagus,positif
ptyaul,"Sekarang sudah banyak toko yang tidak ada layanan pengiriman ke daerah tertentu lagi, bahkan toko langganan saya sudah tidak bisa mengirim lagi ke daerah saya dengan tulisan ""layanan tidak tersedia"".",positif
chaa_kikyo,Sangat membantu,positif
hasnaadla,Lumayan sip. Selalu pakai shopee gak yang lain. Itu saja cukup,positif
jiaanajihaa,Senang belanja di shoope semua ada harga bersaing kwalitas produk bagus ada banyak bonus pengiriman cepat banyak game game seru jadi senang sekali punya aplikasi shoope bisa ngame bisa belanja produk produk apa saja yang kita inginkan yang terkadang barang yang kita inginkan susah nyarinya dikota kecil tempat tinggal saya tapi kalo ada shoope belanja jadi mudah produk produk yang dijual berkwalitas harganya juga lebih murah dibanding ditoko offline dengan barang dan kwalitas yang sama terimakasi,positif
rizhayueka,Bisa ga kemitraan dg EKSPEDISI ANTERAJA DIHAPUS? EKSPEDISI GA BENER KOK MASIH DIPAKE AJA BIKIN GEDEG CUSTOMER AJA,positif
vivianrs,Semakin lama kok aplikasi Shopee saya masalah kak? Ketika pencet tombol yang ada di bar utama (semisal tombol pencarian untuk beli pulsa/bayar tagihan PLN) aplikasi langsung macet. Bagaimana ini kak?,positif
Laraswulan,Mantab buanget banyak diskon,positif
nik3mf,bagus banget,positif
Sofyanaa,bagus,positif
reginaasr,"Usulan saja, kalau bisa untuk barang orderan di atas 100rb berupa elektronik di gratiskan bubble wrap. Terima kasih.",positif
Diahfebriyanti,Bintang yang berbicara,positif
Aprianiamr,Sangat bagus,positif
yusnita2402,Hai masarakat se-Indonesia kt belanja di Shopee banya hadianya aplikasi sangat menguntungkan dan nyaman perangkat,positif
quinn26,Kmlofvyssguf gigGsssse lp nya tertuli,positif
Annisaa_rahma,sangat membantu belanja tanpa harus keluar rumah.,positif
n7m7sis,Gampang ngelag,positif
sarahoktav,Ok,positif
angelcristina,Good,positif
noonadv,mantap,positif
Rantt_,shopee keren deh,positif
Mutia0910,Sukses Selalu Buat Shopee 👍,positif
anggitafathidhia,👍👍👍👍👍,positif
gitgitgittt,Kenapa sitrus Saya tidak Busa die here,positif
celyn_nitte5,mantap,positif
only_hosh,tolong untuk pembayaran paylater di permudah..saya mau bayar lebih awal.eh malah harus bayar lunas di bulan ini.kalo bisa di cicil minimal 50 ribu dulu ke..jadi pas jatuh tempo ga terlalu berat bayar full.terima kasih,positif
Ratih_bnsj,Duniaku ada dishope,positif
fijirapasyah_,Mantap,positif
rubiy,Barang sudah diterima dan sesuai dengan pesanan terimakasih,positif
naemarryanne,Ok,positif
raisaastari,Bagus,positif
titispuspitasr,apa aja ada.. dn barang nya terjamin deh.,positif
